municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
sorriso,4358,104,1007,287,2817,143,1294,3235,1997,0.816224336504757,0.352528793189785,0.485728592889334,0.736604907361042
passo fundo,4222,55,771,209,3066,121,980,3515,1994,0.5320962888666,0.37111334002006,0.412738214643932,0.77432296890672
gaspar,4688,89,1278,410,2757,154,1688,3985,1987,0.685958731756417,0.373930548565677,0.536990437845999,0.989934574735783
santos dumont,3412,88,1088,231,1919,86,1319,2650,1979,0.192521475492673,0.306720565942395,0.466397170288024,0.792319353208691
pimenta bueno,4147,93,1191,360,2357,145,1551,3248,1975,0.79746835443038,0.385822784810127,0.466835443037975,0.990379746835443
campo mourao,4294,101,1044,505,2471,173,1549,3392,1949,0.793227296049256,0.441251924063622,0.45767060030785,0.689584402257568
caete,4431,109,951,646,2649,76,1597,3439,1948,0.274127310061602,0.31006160164271,0.473819301848049,0.952258726899384
maracanau,4356,112,709,516,2744,275,1225,3851,1934,0.793174767321613,0.28335056876939,0.418821096173733,0.857807652533609
alexania,3578,110,943,397,1906,222,1340,2711,1931,0.622993267736924,0.364577938891766,0.503883997928535,0.0766442257897463
sao goncalo do sapucai,3383,55,1073,226,1933,96,1299,2476,1929,0.543805080352514,0.416796267496112,0.463452566096423,0.00725764644893727
aruja,4048,74,665,115,2907,286,780,3499,1927,0.89724961079398,0.456668396471199,0.474312402698495,0.0612350804359107
nova alvorada do sul,4404,174,860,321,2924,125,1181,2960,1925,0.862337662337662,0.425974025974026,0.481038961038961,0.952207792207792
araguaina,4347,126,1047,591,2366,217,1638,3098,1907,0.733613004719455,0.42999475616151,0.508127949659151,0.43418982695333
guaratingueta,3870,70,866,176,2576,182,1042,3209,1901,0.734876380852183,0.483955812730142,0.478169384534456,0.0494476591267754
campanha,3601,93,1229,297,1907,75,1526,2537,1898,0.555848261327713,0.432033719704953,0.460484720758693,0.151738672286618
tres coracoes,3584,61,1092,230,2113,88,1322,2642,1891,0.576414595452142,0.429402432575357,0.47065044949762,0.0454785827604442
silva jardim,4419,226,933,440,2652,168,1373,3394,1871,0.811865312667023,0.413148049171566,0.464991982896847,0.889898450026724
varzea grande,4206,134,973,305,2675,119,1278,3207,1857,0.764135702746365,0.358642972536349,0.464189553042542,0.907915993537964
general carneiro,4038,147,1062,344,2391,94,1406,2560,1852,0.488120950323974,0.341252699784017,0.470842332613391,0.982181425485961
apiuna,4166,89,1005,313,2623,136,1318,3572,1841,0.764801738185769,0.36664856056491,0.580119500271592,0.998370450841934
santo antonio do leverger,3636,85,533,247,2703,68,780,3133,1834,0.611232279171211,0.280806979280262,0.459105779716467,0.73391494002181
barra do garcas,4032,91,1208,374,2228,131,1582,2751,1833,0.730496453900709,0.4189852700491,0.47354064375341,0.846699399890889
brumadinho,3346,80,785,207,2166,108,992,2672,1827,0.250136836343733,0.32183908045977,0.47400109469075,0.00821018062397373
estiva,3126,44,910,195,1904,73,1105,2378,1824,0.402960526315789,0.37280701754386,0.494517543859649,0.0202850877192982
nova era,3874,93,1158,431,2132,60,1589,2818,1822,0.278814489571899,0.312843029637761,0.486278814489572,0.82821075740944
perdoes,3226,62,812,158,2120,74,970,2544,1817,0.571821684094662,0.451843698403963,0.47220693450743,0.0341221794166208
camanducaia,3081,43,829,205,1895,109,1034,2449,1811,0.287686361126449,0.386526780784097,0.499723909442297,0.0143567090005522
frutal,3753,135,934,293,2313,78,1227,2671,1809,0.686014372581537,0.46987285793256,0.497512437810945,0.930901050304035
nova serrana,3927,124,1176,506,1989,132,1682,3050,1808,0.78429203539823,0.446902654867257,0.530973451327434,0.76603982300885
formosa,4808,231,1301,435,2639,202,1736,2935,1775,0.79830985915493,0.408450704225352,0.52169014084507,0.890704225352113
arapongas,4035,83,1109,420,2215,208,1529,3150,1771,0.836250705815923,0.485036702428007,0.478260869565217,0.482213438735178
xanxere,3704,67,1091,285,2176,85,1376,3023,1766,0.562853907134768,0.417893544733862,0.460928652321631,0.780294450736127
igarape,3371,41,776,177,2300,77,953,2825,1746,0.580756013745705,0.358533791523482,0.492554410080183,0.0601374570446735
tijucas,3217,62,873,233,1947,102,1106,2751,1742,0.839265212399541,0.419058553386912,0.5,0.148679678530425
carmopolis de minas,3163,68,750,168,2098,79,918,2485,1738,0.624280782508631,0.416570771001151,0.48331415420023,0.0138089758342923
sao lourenco da serra,3302,103,624,211,2155,209,835,2649,1727,0.65836711059641,0.459177764910249,0.482339316734221,0.0301100173711639
antonio dias,3740,112,1204,367,1997,60,1571,2720,1726,0.205677867902665,0.310544611819235,0.483198146002318,0.986095017381228
medianeira,3959,77,1021,325,2361,175,1346,3007,1724,0.850348027842227,0.459976798143852,0.537122969837587,0.571925754060325
alagoinhas,3802,172,1048,347,2029,205,1395,2907,1723,0.673244341265235,0.415554265815438,0.486941381311666,0.986070806732443
diamantino,3396,135,774,262,2155,70,1036,2629,1719,0.743455497382199,0.328679464805119,0.447353112274578,0.937754508435137
marechal floriano,3534,60,847,482,2038,106,1329,2915,1713,0.412726211325161,0.292469352014011,0.504378283712785,0.967892586106246
parnaiba,3722,99,998,493,1912,220,1491,3060,1710,0.747368421052632,0.441520467836257,0.509356725146199,0.577777777777778
ibirama,3711,79,956,253,2337,86,1209,3100,1704,0.480633802816901,0.344483568075117,0.511150234741784,0.984154929577465
lajeado,3720,57,804,271,2475,113,1075,3090,1704,0.800469483568075,0.424882629107981,0.457159624413146,0.559272300469484
nova mutum,3527,127,864,216,2246,74,1080,2769,1701,0.885361552028219,0.353909465020576,0.428571428571429,0.917695473251029
ortigueira,3413,114,924,368,1902,105,1292,2420,1701,0.393885949441505,0.348030570252793,0.442680776014109,0.925925925925926
santa isabel,3140,58,527,106,2294,155,633,2775,1697,0.748379493223335,0.430170889805539,0.431938715380083,0.129051266941662
chapeco,3731,59,816,245,2531,79,1061,3153,1696,0.59375,0.330778301886792,0.47877358490566,0.772405660377359
benevides,3785,77,773,308,2417,209,1081,3125,1681,0.889351576442594,0.336704342653183,0.502676977989292,0.0481856038072576
catalao,4682,111,854,362,3251,104,1216,2764,1658,0.723763570566948,0.414957780458384,0.45416164053076,0.926417370325694
pilar,3341,100,808,366,1855,211,1174,2562,1657,0.452625226312613,0.372359686179843,0.458660229330115,0.992154496077248
abadiania,3271,117,902,520,1637,95,1422,2331,1656,0.598429951690821,0.385265700483092,0.532608695652174,0.256642512077295
garanhuns,3784,188,917,526,1852,301,1443,2902,1655,0.674320241691843,0.418731117824773,0.502719033232629,0.954078549848943
goianapolis,3294,30,800,278,2079,107,1078,2592,1654,0.626360338573156,0.354897218863362,0.464328899637243,0.00785973397823458
morrinhos,3376,89,924,222,2028,112,1146,2154,1650,0.776969696969697,0.386666666666667,0.46969696969697,0.11030303030303
queimados,3382,119,615,226,2212,210,841,2713,1646,0.8681652490887,0.473268529769137,0.480558930741191,0.0808019441069259
juquia,2854,58,592,140,1950,114,732,2339,1637,0.718998167379353,0.508246792913867,0.444105070250458,0.0739156994502138
cambe,4180,54,717,248,2997,164,965,3317,1635,0.788379204892966,0.415290519877676,0.429357798165138,0.0397553516819572
macapa,4353,55,1218,477,2404,199,1695,2740,1632,0.791666666666667,0.419730392156863,0.516544117647059,0.571691176470588
joao pinheiro,3742,117,1011,296,2203,115,1307,2427,1629,0.670349907918969,0.414978514426028,0.497851442602824,0.973603437691835
lorena,3324,70,957,242,1863,192,1199,2662,1623,0.871842267406038,0.55452865064695,0.543438077634011,0.349353049907579
esmeraldas,3313,79,891,284,1918,141,1175,2468,1590,0.741509433962264,0.384276729559748,0.507547169811321,0.0119496855345912
tibagi,3386,116,932,360,1906,72,1292,2431,1582,0.439949431099874,0.36283185840708,0.491150442477876,0.95322376738306
floriano,3240,87,820,587,1475,270,1407,2496,1579,0.853071564281191,0.52248258391387,0.539582013932869,0.732108929702343
santarem,3769,79,1366,426,1700,198,1792,2817,1564,0.831841432225064,0.407928388746803,0.48849104859335,0.763427109974425
sao miguel do iguacu,3327,89,912,292,1886,148,1204,2321,1564,0.755754475703325,0.436700767263427,0.494884910485934,0.0255754475703325
lapa,2918,104,746,308,1658,102,1054,2268,1559,0.40410519563823,0.405388069275176,0.474663245670302,0.895445798588839
araucaria,3570,59,806,266,2263,176,1072,2971,1558,0.846598202824134,0.394736842105263,0.456354300385109,0.34403080872914
matelandia,3738,74,854,295,2344,171,1149,2841,1551,0.673114119922631,0.36428110896196,0.527401676337847,0.849129593810445
ibiracu,3436,106,648,438,2095,149,1086,2851,1540,0.572077922077922,0.365584415584416,0.464285714285714,0.859090909090909
bandeirantes,3600,103,863,360,2152,122,1223,2456,1536,0.810546875,0.467447916666667,0.46875,0.960286458333333
goiana,3090,77,549,227,2047,189,776,2613,1532,0.767624020887728,0.369451697127937,0.419060052219321,0.440600522193212
campos novos,3554,120,965,316,2032,121,1281,2477,1531,0.587851077726976,0.395819725669497,0.501632919660353,0.995427824951012
porto seguro,3669,103,787,328,2298,153,1115,2700,1530,0.68562091503268,0.393464052287582,0.494117647058824,0.986928104575163
porto belo,2802,25,681,149,1852,95,830,2486,1524,0.860236220472441,0.465223097112861,0.522309711286089,0.133858267716535
aguas mornas,3143,77,906,331,1771,58,1237,2491,1520,0.294736842105263,0.325657894736842,0.506578947368421,0.996052631578947
francisco sa,3376,151,1004,317,1835,69,1321,2345,1509,0.597084161696488,0.34857521537442,0.467859509609013,0.998674618952949
guaiba,3628,63,612,224,2624,105,836,2695,1508,0.848143236074271,0.439655172413793,0.478116710875332,0.777851458885942
osorio,2866,32,741,181,1851,61,922,2163,1492,0.767426273458445,0.411528150134048,0.490616621983914,0.148793565683646
paulista,3229,69,582,222,2138,218,804,2788,1484,0.775606469002695,0.314690026954178,0.431266846361186,0.122641509433962
jaragua do sul,3286,58,794,312,2038,84,1106,2888,1483,0.731625084288604,0.45515846257586,0.495616992582603,0.887390424814565
mandirituba,3341,132,801,331,1924,153,1132,2621,1481,0.715057393652937,0.453072248480756,0.542201215395003,0.830519918973666
triunfo,2951,69,626,209,1986,61,835,2250,1469,0.534377127297481,0.39074200136147,0.460857726344452,0.36283185840708
icara,2689,72,940,204,1392,81,1144,2111,1457,0.789979409746054,0.417295813315031,0.492107069320522,0.282086479066575
itabaiana,3192,98,905,409,1529,251,1314,2577,1451,0.870434183321847,0.392143349414197,0.481736733287388,0.928325292901447
colatina,3102,115,815,596,1447,129,1411,2507,1447,0.508638562543193,0.361437456807187,0.498272287491361,0.907394609536973
palmeira,3201,136,851,321,1789,104,1172,2260,1441,0.753643303261624,0.431644691186676,0.478140180430257,0.635669673837613
itumbiara,2798,73,623,293,1741,68,916,2184,1438,0.801112656467316,0.388734353268428,0.438108484005563,0.474965229485396
soledade,3246,102,688,243,2113,98,931,2448,1437,0.72651356993737,0.377174669450244,0.485734168406402,0.95615866388309
vassouras,3101,95,783,286,1837,100,1069,2365,1435,0.651567944250871,0.423693379790941,0.47595818815331,0.979094076655052
bacabeira,3609,152,411,373,2509,164,784,2990,1433,0.931612002791347,0.267271458478716,0.494068387997209,0.898115840893231
bela vista de minas,2890,62,930,366,1489,43,1296,1990,1408,0.182528409090909,0.287642045454545,0.477272727272727,0.990767045454545
patos de minas,3028,102,915,205,1717,89,1120,2175,1407,0.605543710021322,0.350390902629709,0.488272921108742,0.934612651030561
prata,3061,137,676,267,1910,71,943,2249,1401,0.772305496074233,0.418986438258387,0.455389007851535,0.961456102783726
luz,3039,171,940,435,1450,43,1375,2020,1400,0.477857142857143,0.408571428571429,0.452857142857143,0.995714285714286
carazinho,3225,47,642,180,2296,60,822,2354,1399,0.686204431736955,0.380986418870622,0.431022158684775,0.887062187276626
grao mogol,2983,183,901,324,1481,94,1225,2027,1399,0.719085060757684,0.376697641172266,0.471765546819157,0.996426018584703
vargem,2625,57,588,133,1764,83,721,2114,1395,0.675268817204301,0.410035842293907,0.465949820788531,0.2415770609319
estancia,3110,93,625,258,1940,194,883,2429,1394,0.771879483500717,0.347202295552367,0.46700143472023,0.693687230989957
itamaraju,3450,124,661,546,1973,146,1207,2126,1390,0.439568345323741,0.389928057553957,0.489928057553957,0.997122302158273
serra talhada,3246,105,1039,489,1435,178,1528,2313,1386,0.817460317460317,0.429292929292929,0.452380952380952,0.982683982683983
paulo lopes,2624,54,679,251,1582,58,930,2158,1385,0.727075812274368,0.387003610108303,0.493140794223827,0.454873646209386
vitoria de santo antao,2945,73,689,266,1733,184,955,2231,1385,0.779783393501805,0.368953068592058,0.48158844765343,0.301083032490975
ceu azul,3521,105,747,342,2211,116,1089,2545,1381,0.694424330195511,0.361332367849385,0.477190441708907,0.948587979724837
braganca paulista,2705,45,628,140,1789,103,768,2259,1375,0.771636363636364,0.451636363636364,0.530181818181818,0.0589090909090909
sao cristovao do sul,2575,71,682,209,1552,61,891,2109,1372,0.420553935860058,0.389941690962099,0.471574344023324,0.990524781341108
ibatiba,2834,86,762,461,1383,142,1223,2250,1371,0.490153172866521,0.418672501823487,0.533916849015317,0.960612691466083
joao neiva,2923,88,639,361,1692,143,1000,2392,1370,0.467153284671533,0.346715328467153,0.52992700729927,0.939416058394161
macae,3064,147,644,302,1849,122,946,2363,1364,0.683284457478006,0.379765395894428,0.450146627565982,0.92741935483871
campos altos,2637,83,796,219,1517,22,1015,1813,1357,0.275607958732498,0.280766396462786,0.464996315401621,0.973470891672808
sombrio,2853,49,755,162,1805,81,917,2451,1353,0.70140428677014,0.438285291943829,0.484109386548411,0.703621581670362
itabuna,3197,77,778,271,1928,143,1049,2293,1351,0.767579570688379,0.378238341968912,0.471502590673575,0.993338267949667
caxias,3165,181,704,387,1731,162,1091,2128,1346,0.823922734026746,0.446508172362556,0.457652303120357,0.959881129271917
rancho queimado,2530,66,742,260,1418,44,1002,1925,1335,0.223220973782772,0.284644194756554,0.528089887640449,0.97752808988764
pedra preta,2607,81,433,174,1873,46,607,2213,1314,0.684931506849315,0.343226788432268,0.444444444444444,0.993911719939117
hidrolandia,2604,50,602,259,1610,82,861,1975,1312,0.800304878048781,0.397103658536585,0.519817073170732,0.122713414634146
carandai,2834,103,852,263,1522,94,1115,1975,1306,0.596477794793262,0.411944869831547,0.489280245022971,0.932618683001531
itapeva,2109,20,530,136,1354,69,666,1690,1305,0.227586206896552,0.343295019157088,0.452107279693487,0.0229885057471264
sao francisco do sul,2785,36,716,326,1623,84,1042,2388,1296,0.695987654320988,0.446759259259259,0.481481481481482,0.992283950617284
mamanguape,2458,94,609,284,1354,117,893,1833,1295,0.711969111969112,0.389189189189189,0.458687258687259,0.283397683397683
salgueiro,2825,132,765,322,1455,150,1087,2107,1295,0.780694980694981,0.453281853281853,0.508880308880309,0.993822393822394
primavera do leste,2905,62,787,277,1709,70,1064,2124,1284,0.799844236760125,0.389408099688474,0.486760124610592,0.967289719626168
moreno,2548,55,593,195,1510,195,788,1937,1271,0.682140047206924,0.32258064516129,0.461841070023603,0.0786782061369001
manaus,4031,79,832,272,2619,229,1104,2047,1270,0.869291338582677,0.269291338582677,0.611811023622047,0.919685039370079
sao jose de mipibu,2471,58,585,227,1453,148,812,2092,1263,0.714964370546318,0.386381631037213,0.513064133016627,0.273950910530483
rio novo do sul,2560,81,579,243,1554,103,822,2132,1255,0.431075697211155,0.333067729083665,0.451792828685259,0.985657370517928
bom jesus do amparo,2832,75,522,357,1841,37,879,2291,1248,0.469551282051282,0.306089743589744,0.483974358974359,0.981570512820513
itaperuna,2753,113,934,213,1441,52,1147,1947,1246,0.564205457463884,0.42776886035313,0.480738362760835,0.98876404494382
areal,2288,37,456,103,1662,30,559,1491,1245,0.236144578313253,0.371887550200803,0.492369477911647,0.0843373493975904
bocaiuva,2792,124,784,363,1455,66,1147,1982,1242,0.677938808373591,0.400161030595813,0.502415458937198,0.950080515297907
mimoso do sul,2480,123,625,271,1377,84,896,1902,1224,0.396241830065359,0.406862745098039,0.456699346405229,0.991013071895425
xaxim,2345,63,681,200,1350,51,881,1965,1224,0.40359477124183,0.406045751633987,0.48937908496732,0.992647058823529
fundao,2789,78,460,291,1806,154,751,2341,1222,0.583469721767594,0.333060556464812,0.492635024549918,0.900163666121113
sooretama,2882,84,653,346,1670,129,999,2313,1214,0.912685337726524,0.372322899505766,0.497528830313015,0.886326194398682
jaragua,3134,110,680,427,1860,57,1107,2133,1208,0.85430463576159,0.367549668874172,0.502483443708609,0.927980132450331
sao miguel dos campos,2769,71,597,244,1698,159,841,2032,1207,0.602319801159901,0.362054681027341,0.424192212096106,0.964374482187241
alfredo wagner,2289,70,816,251,1103,49,1067,1674,1201,0.214820982514571,0.383014154870941,0.512073272273106,0.993338884263114
careacu,2204,52,738,140,1203,71,878,1621,1199,0.620517097581318,0.431192660550459,0.494578815679733,0.0091743119266055
pato branco,2730,32,666,190,1732,110,856,2089,1196,0.529264214046823,0.40133779264214,0.433110367892977,0.921404682274247
ponte alta,2191,60,586,193,1287,64,779,1739,1194,0.440536013400335,0.403685092127303,0.474874371859297,0.981574539363484
guaira,3441,29,321,100,2922,69,421,2392,1185,0.842194092827004,0.231223628691983,0.534177215189873,0.978902953586498
sao sebastiao da bela vista,2479,46,721,183,1455,74,904,1633,1184,0.736486486486487,0.467905405405405,0.458614864864865,0.0101351351351351
patrocinio,2730,92,824,171,1525,118,995,1990,1182,0.658206429780034,0.361252115059222,0.479695431472081,0.967851099830795
