municipio;cluster;uf;pessoas;mortos;feridos_leves;feridos_graves;ilesos;feridos;freq
simplicio mendes;4;uf;6;0;2;0;3;2;3
sinop;5;uf;5450;135;1466;541;3081;2007;2320
siriri;4;uf;2;0;0;0;2;0;1
sitio do quinto;4;uf;8;0;2;1;5;3;4
sitio novo;4;uf;102;10;27;12;51;39;27
sobrado;4;uf;779;31;208;80;419;288;412
sobral;3;uf;2516;98;599;391;1257;990;1066
soledade;3;uf;3246;102;688;243;2113;931;1437
soledade;3;uf;3246;102;688;243;2113;931;1437
soledade de minas;4;uf;41;0;11;0;29;11;20
solonopole;4;uf;8;2;4;1;1;5;2
sombrio;3;uf;2853;49;755;162;1805;917;1353
sonora;4;uf;692;30;169;81;389;250;289
sooretama;3;uf;2882;84;653;346;1670;999;1214
sorriso;5;uf;4358;104;1007;287;2817;1294;1997
sousa;3;uf;1552;102;398;306;626;704;696
sucupira;4;uf;4;1;1;1;1;2;2
sucupira do riachao;4;uf;35;1;14;2;16;16;17
sulina;4;uf;13;0;4;1;8;5;9
sume;4;uf;142;18;39;35;40;74;65
sumidouro;4;uf;9;0;5;0;4;5;6
tabai;4;uf;875;22;182;58;601;240;413
taboao da serra;5;uf;8248;88;1796;526;5305;2322;3470
taboao da serra;5;uf;8248;88;1796;526;5305;2322;3470
taboleiro grande;4;uf;24;5;10;4;4;14;15
tabuleiro do norte;4;uf;180;11;48;14;101;62;77
tacaimbo;4;uf;834;53;207;90;431;297;313
tacaratu;4;uf;5;0;2;2;1;4;4
taio;4;uf;6;0;1;1;4;2;3
taipu;4;uf;340;22;86;45;165;131;160
talisma;4;uf;395;14;94;42;240;136;168
tangara;4;uf;403;32;95;68;180;163;180
tangara da serra;4;uf;3;0;0;1;1;1;2
tangua;3;uf;1918;67;353;186;1208;539;939
tanque darca;4;uf;205;11;58;29;84;87;93
tanquinho;4;uf;524;43;146;80;225;226;231
taparuba;4;uf;21;2;8;6;4;14;10
tapaua;4;uf;1;0;1;0;0;1;1
tapejara;4;uf;2;0;0;0;2;0;1
tapes;3;uf;1345;48;243;123;896;366;631
taquarana;4;uf;7;0;2;2;0;4;2
taquari;4;uf;257;9;76;13;154;89;118
taquaritinga do norte;3;uf;851;79;202;165;352;367;331
tarauaca;4;uf;1;0;1;0;0;1;1
tartarugalzinho;4;uf;222;24;68;45;66;113;72
tarumirim;4;uf;352;25;123;51;144;174;157
taua;4;uf;207;36;54;37;66;91;87
taubate;5;uf;8861;90;1554;278;6272;1832;3920
tavares;4;uf;13;1;3;4;5;7;6
teixeira de freitas;5;uf;5044;142;955;497;3262;1452;2042
teixeira soares;4;uf;514;26;156;51;269;207;229
telemaco borba;4;uf;4;0;2;0;2;2;2
tenente laurentino cruz;4;uf;3;2;0;1;0;1;1
tenorio;4;uf;5;1;1;3;0;4;1
teodoro sampaio;4;uf;514;24;131;30;310;161;265
teofilandia;4;uf;433;31;87;62;228;149;178
teofilo otoni;5;uf;7378;198;1926;662;4346;2588;3482
teolandia;4;uf;424;23;101;61;211;162;180
teotonio vilela;3;uf;861;60;176;93;453;269;367
terenos;3;uf;2370;63;544;261;1430;805;935
teresina;2;uf;25851;377;4083;2336;17703;6419;11967
teresopolis;5;uf;5912;150;1886;611;3044;2497;2836
terezopolis de goias;3;uf;1723;33;372;153;1095;525;844
terra de areia;4;uf;1327;31;304;81;850;385;692
terra nova;4;uf;238;11;62;18;134;80;124
terra nova;4;uf;238;11;62;18;134;80;124
terra nova do norte;4;uf;715;38;196;90;371;286;302
terra nova do norte;4;uf;715;38;196;90;371;286;302
terra roxa;4;uf;824;17;192;57;521;249;343
tesouro;4;uf;4;0;1;0;3;1;1
teutonia;4;uf;4;0;1;0;3;1;2
theobroma;4;uf;6;1;2;1;1;3;3
tiangua;3;uf;2304;113;560;367;1110;927;999
tibagi;5;uf;3386;116;932;360;1906;1292;1582
tijucas;3;uf;3217;62;873;233;1947;1106;1742
tijucas do sul;5;uf;8757;96;1751;319;6386;2070;4681
timbauba;4;uf;151;13;37;21;66;58;59
timbauba dos batistas;4;uf;13;0;5;3;5;8;6
timbo;4;uf;9;0;1;2;6;3;5
timon;3;uf;1770;138;355;215;966;570;633
timoteo;4;uf;661;26;215;70;337;285;303
tio hugo;4;uf;844;21;188;67;534;255;373
tiradentes do sul;4;uf;150;8;69;25;43;94;66
tiros;4;uf;5;0;3;1;1;4;1
tocantinopolis;4;uf;20;1;2;2;14;4;8
toledo;3;uf;1857;63;470;149;1106;619;829
tomar do geru;4;uf;2;1;0;0;0;0;1
toritama;4;uf;802;21;153;72;475;225;337
torres;4;uf;1412;27;272;112;944;384;672
touros;4;uf;78;5;22;19;31;41;36
tracuateua;4;uf;246;18;70;38;99;108;100
tracunhaem;4;uf;213;15;57;32;90;89;90
trairao;4;uf;60;6;14;10;26;24;32
tres arroios;4;uf;328;13;70;29;200;99;156
tres barras;4;uf;570;19;173;91;273;264;272
tres cachoeiras;3;uf;1956;46;423;122;1313;545;976
tres coracoes;3;uf;3584;61;1092;230;2113;1322;1891
tres de maio;4;uf;448;27;159;53;198;212;200
tres forquilhas;4;uf;337;9;85;21;215;106;178
tres lagoas;5;uf;7173;99;1755;449;4642;2204;3079
tres marias;3;uf;2602;90;763;252;1451;1015;1141
tres passos;4;uf;619;21;269;91;221;360;222
tres rios;5;uf;5347;86;1134;275;3722;1409;2786
treze de maio;4;uf;62;2;19;6;33;25;35
trindade;3;uf;461;78;76;86;189;162;205
trindade;3;uf;461;78;76;86;189;162;205
triunfo;3;uf;2951;69;626;209;1986;835;1469
triunfo potiguar;4;uf;81;8;26;10;34;36;40
trombudo central;3;uf;1729;48;470;163;1002;633;751
tubarao;5;uf;7572;77;1937;399;4958;2336;3720
tucano;3;uf;1622;115;381;173;861;554;604
tucurui;4;uf;17;7;2;2;6;4;6
tufilandia;4;uf;11;1;2;1;6;3;6
tunas do parana;4;uf;305;12;98;41;130;139;143
tuneiras do oeste;4;uf;107;9;38;16;39;54;39
tuntum;4;uf;114;18;29;11;45;40;50
tupanci do sul;4;uf;16;0;8;0;8;8;7
tupancireta;4;uf;248;8;69;10;159;79;126
tupirama;4;uf;6;1;3;1;1;4;4
turucu;4;uf;407;13;86;25;277;111;182
tururu;4;uf;34;6;7;4;13;11;15
uaua;4;uf;6;3;0;0;0;0;3
ubaira;4;uf;63;15;19;16;12;35;26
ubaitaba;4;uf;637;60;149;69;313;218;271
ubajara;4;uf;98;9;20;11;54;31;41
ubaporanga;3;uf;1306;69;409;180;613;589;612
ubarana;4;uf;581;35;158;53;317;211;270
ubata;4;uf;215;10;87;37;72;124;85
ubatuba;5;uf;5230;47;1690;389;2919;2079;2303
uberaba;1;uf;10208;254;3303;927;5330;4230;5438
uberlandia;1;uf;21626;224;4639;1988;14016;6627;10556
ubirajara;4;uf;1;0;0;0;1;0;1
ubirata;4;uf;861;34;238;92;471;330;388
uirauna;4;uf;202;30;54;51;55;105;104
ulianopolis;4;uf;758;60;179;75;408;254;320
umari;4;uf;103;7;28;20;44;48;46
umbauba;4;uf;629;46;103;67;350;170;287
umirim;4;uf;611;32;150;101;269;251;270
uniao da vitoria;3;uf;1581;42;390;121;971;511;715
uniao dos palmares;3;uf;1612;79;422;409;583;831;724
unistalda;4;uf;251;4;68;38;134;106;121
upanema;4;uf;102;12;26;21;27;47;50
urai;4;uf;612;13;197;53;331;250;286
urandi;4;uf;2;0;0;0;2;0;1
uruacu;3;uf;3040;110;795;304;1728;1099;1169
uruara;4;uf;76;11;19;7;39;26;23
uruburetama;4;uf;1;0;0;0;0;0;1
urucuca;4;uf;1002;44;235;60;633;295;470
uruguaiana;5;uf;4594;75;1088;312;2963;1400;2012
utinga;4;uf;8;0;5;0;3;5;3
vacaria;5;uf;7912;96;1493;378;5669;1871;3858
vale de sao domingos;4;uf;210;9;58;35;106;93;100
valenca;4;uf;282;28;72;29;141;101;126
valenca do piaui;4;uf;723;48;170;67;418;237;364
valparaiso de goias;5;uf;10737;74;2126;582;7430;2708;4392
valparaiso de goias;5;uf;10737;74;2126;582;7430;2708;4392
vargeao;4;uf;309;12;103;35;152;138;132
vargem;3;uf;2625;57;588;133;1764;721;1395
vargem;3;uf;2625;57;588;133;1764;721;1395
vargem alta;4;uf;4;0;0;0;4;0;2
vargem bonita;3;uf;1856;64;515;188;1059;703;929
vargem grande;4;uf;309;42;69;55;122;124;162
varginha;4;uf;6;0;0;0;6;0;4
varjao;4;uf;430;11;94;47;265;141;219
varjao de minas;4;uf;629;36;228;70;266;298;222
varzea alegre;4;uf;24;6;9;1;7;10;12
varzea da palma;4;uf;454;17;183;50;195;233;175
varzea grande;5;uf;4206;134;973;305;2675;1278;1857
varzedo;4;uf;2;0;1;0;0;1;1
vassouras;3;uf;3101;95;783;286;1837;1069;1435
venda nova do imigrante;3;uf;2575;43;619;322;1475;941;1180
ventania;4;uf;421;20;151;41;196;192;243
venturosa;4;uf;318;35;66;76;116;142;138
vera;4;uf;276;7;81;25;153;106;135
vera cruz;4;uf;13;0;2;0;10;2;8
veranopolis;4;uf;438;3;124;39;259;163;190
verdejante;4;uf;392;22;107;44;199;151;177
vereda;4;uf;33;1;14;6;12;20;12
verissimo;4;uf;29;2;10;5;12;15;15
viamao;4;uf;2;0;0;0;2;0;1
viana;1;uf;11033;147;1850;946;7663;2796;5067
vicencia;4;uf;23;0;0;3;17;3;11
victor graeff;4;uf;176;6;45;8;112;53;82
videira;4;uf;3;0;0;0;3;0;2
vila alta;4;uf;80;0;13;1;65;14;23
vila bela da santissima trindade;4;uf;116;9;39;12;51;51;47
vila boa;4;uf;787;41;266;130;335;396;268
vila flores;4;uf;129;2;36;19;65;55;43
vila nova do mamore;4;uf;39;5;8;3;19;11;18
vila nova do piaui;4;uf;204;17;29;26;127;55;115
vila nova do sul;4;uf;535;11;93;41;381;134;195
vila pavao;4;uf;1;0;0;0;1;0;1
vila propicio;4;uf;518;47;165;105;182;270;197
vila velha;4;uf;1001;19;249;112;557;361;449
vilhena;5;uf;6220;103;1816;597;3526;2413;2774
virginopolis;4;uf;2;0;1;0;1;1;1
virmond;4;uf;579;26;180;54;301;234;295
viseu;4;uf;111;17;27;19;32;46;39
vista serrana;4;uf;35;4;11;4;15;15;21
vitoria;4;uf;950;5;132;41;722;173;353
vitoria da conquista;1;uf;12183;345;3029;651;7627;3680;5359
vitoria das missoes;4;uf;376;27;90;25;232;115;172
vitoria de santo antao;3;uf;2945;73;689;266;1733;955;1385
vitoria do mearim;4;uf;494;44;94;73;232;167;214
vitoria do xingu;4;uf;671;37;173;64;365;237;284
vitorino freire;4;uf;2;0;0;0;2;0;1
volta redonda;5;uf;10125;39;1043;328;8400;1371;4645
wagner;4;uf;13;1;5;0;7;5;6
wanderlandia;3;uf;1681;75;355;184;1001;539;702
wanderley;4;uf;153;6;55;16;74;71;58
wenceslau braz;4;uf;38;2;16;5;14;21;25
wenceslau guimaraes;3;uf;945;58;253;123;452;376;398
xambioa;4;uf;91;7;24;14;45;38;51
xangri-la;4;uf;1;0;0;0;1;0;1
xanxere;3;uf;3704;67;1091;285;2176;1376;1766
xapuri;4;uf;344;16;81;39;190;120;142
xaxim;3;uf;2345;63;681;200;1350;881;1224
xexeu;4;uf;322;16;58;25;199;83;161
xinguara;4;uf;45;2;10;2;28;12;18
ze doca;4;uf;292;54;55;40;113;95;126
